date,n_windows,n_anom_windows,anomaly_ratio,max_hybrid_score,mean_hybrid_score,suspicion_threshold,is_suspicious_day,energy_night_kwh,energy_morning_kwh,energy_afternoon_kwh,energy_evening_kwh,total_energy_kwh
2024-11-30,128,11,0.0859375,0.4137979366240747,0.1294480500652778,0.5587830662966988,False,0.6572686111111111,1.1941040833333334,0.7574330694444444,1.405814013888889,4.014619777777778
2024-12-01,128,9,0.0703125,0.8382961352888851,0.14161005153978007,0.5587830662966988,True,0.5525509861111111,1.9991429722222223,0.8439076944444445,1.0092106944444446,4.404812347222222
2024-12-02,122,11,0.09016393442622951,0.466217505441732,0.11479245982921508,0.5587830662966988,False,0.4267241388888889,1.7161423472222224,1.7654435694444446,1.7613230972222222,5.669633152777778
2024-12-03,143,13,0.09090909090909091,0.4307856946588107,0.10436177872780548,0.5587830662966988,False,0.7901183055555556,2.590944388888889,1.3892635277777778,1.5809207777777778,6.351247000000001
2024-12-04,82,12,0.14634146341463414,0.4324278555499039,0.13317751125695856,0.5587830662966988,False,0.775053375,3.1650539583333335,0.12632623611111113,0.0,4.0664335694444445
2024-12-05,90,11,0.12222222222222222,0.9058217902390469,0.1271452293444495,0.5587830662966988,True,0.0,1.5109787222222222,0.9501558888888889,1.2783227361111111,3.7394573472222223
2024-12-06,143,16,0.11188811188811189,0.3970324162558738,0.11149661049292568,0.5587830662966988,False,0.7818872916666667,2.7722387083333335,1.573837513888889,1.4092874166666667,6.5372509305555555
2024-12-07,141,16,0.11347517730496454,0.5342525288907367,0.14005463238217056,0.5587830662966988,False,1.2298062222222224,1.688032527777778,2.666552013888889,1.7067577361111113,7.2911485
2024-12-08,137,16,0.11678832116788321,0.46633828238715996,0.14349721687027678,0.5587830662966988,False,1.0939870555555555,3.110342027777778,0.792613263888889,1.532040888888889,6.528983236111111
2024-12-09,132,12,0.09090909090909091,0.40720805182487885,0.12395937966659636,0.5587830662966988,False,0.7116528333333334,1.8080775694444444,0.42319979166666666,1.814785388888889,4.757715583333334
2024-12-10,134,16,0.11940298507462686,0.5609057079877142,0.12936838142680768,0.5587830662966988,True,1.2432070138888889,2.322782625,1.6120428611111113,1.4867153472222223,6.6647478472222215
2024-12-11,140,12,0.08571428571428572,0.4028368630128382,0.09982537155791088,0.5587830662966988,False,1.6397993194444445,1.5950779583333334,1.0712931805555557,1.333293027777778,5.6394634861111115
2024-12-12,140,10,0.07142857142857142,0.5479769724270578,0.10867547523839503,0.5587830662966988,False,1.3684108194444444,2.2682990000000003,1.4491111111111112,1.245402736111111,6.331223666666667
2024-12-13,142,11,0.07746478873239436,0.3815702350724146,0.0890254452752438,0.5587830662966988,False,0.8855342777777778,2.3704102222222225,0.928363013888889,1.3966447222222222,5.580952236111111
2024-12-14,144,17,0.11805555555555555,0.4898099267275774,0.14272164665175271,0.5587830662966988,False,0.7633175972222223,3.192421527777778,0.6138639027777778,1.3686480833333334,5.938251111111112
2024-12-15,140,14,0.1,0.44711495773882154,0.1301171468513785,0.5587830662966988,False,0.5888621944444444,1.5982760694444444,0.89676625,1.409862152777778,4.493766666666668
2024-12-16,136,18,0.1323529411764706,0.5022429393642328,0.14594277180741497,0.5587830662966988,False,0.724295,2.3666424722222223,0.45583636111111114,1.6035587777777778,5.150332611111112
2024-12-17,109,9,0.08256880733944955,0.64214668743688,0.17077726161791984,0.5587830662966988,True,0.7278874861111111,1.8691018055555557,0.21490944444444443,1.3846969305555556,4.196595666666667
2024-12-18,123,0,0.0,0.24615443870630616,0.24615443870630616,0.5587830662966988,False,2.9571610416666667,2.2008174444444446,2.9294259444444446,2.9436682916666665,11.031072722222222
2024-12-19,120,3,0.025,0.30603402103916477,0.18464213671949187,0.5587830662966988,False,2.9571610416666667,2.421948625,1.3686334722222222,0.9456209027777778,7.693364041666666
2024-12-20,123,10,0.08130081300813008,0.4728436194360284,0.12054008518703842,0.5587830662966988,False,0.51555625,2.2401506666666666,1.2453538194444445,0.9308630138888889,4.931923749999999
2024-12-21,125,9,0.072,0.43929660243578045,0.12882261687671598,0.5587830662966988,False,0.5257670416666667,1.54475725,0.8299779583333333,0.7655514166666667,3.6660536666666665
2024-12-22,52,7,0.1346153846153846,0.43835171521304284,0.14198736050287641,0.5587830662966988,False,0.5232359444444444,0.8663582916666667,0.0,0.4612620416666667,1.8508562777777777
2024-12-23,119,17,0.14285714285714285,0.5333746424505375,0.11306610036388626,0.5587830662966988,False,1.1071058194444445,2.253464458333333,0.9801553055555556,1.5235315694444445,5.864257152777778
2024-12-24,109,18,0.1651376146788991,0.4224337123787398,0.13530924865600882,0.5587830662966988,False,1.0207401111111112,1.768416527777778,1.0635749583333334,0.7839290833333333,4.636660680555556
2024-12-25,47,35,0.7446808510638298,0.496380141319512,0.3193152001742961,0.5587830662966988,False,0.0,0.0,0.0,0.2654364027777778,0.2654364027777778
2024-12-26,144,15,0.10416666666666667,0.5100121070875162,0.1112500217422104,0.5587830662966988,False,0.6533655694444445,1.939941375,1.5344839444444445,1.3540066805555555,5.481797569444444
2024-12-27,143,13,0.09090909090909091,0.3813729757835212,0.1063116815792259,0.5587830662966988,False,0.752662375,2.377324861111111,1.3640460277777777,1.2505437083333333,5.744576972222221
2024-12-28,142,15,0.1056338028169014,0.4848398535642114,0.1243018300453298,0.5587830662966988,False,0.8733546111111111,1.9137124861111112,1.3100148472222222,1.3259983472222223,5.4230802916666665
2024-12-29,143,17,0.11888111888111888,0.5129116973583844,0.15000455404848942,0.5587830662966988,False,0.8432857777777778,2.5430293055555557,0.6529496666666667,1.7925048611111112,5.8317696111111115
2024-12-30,142,22,0.15492957746478872,0.45417573214677065,0.11709878923046817,0.5587830662966988,False,0.7778758888888889,3.243147027777778,1.10842525,1.2061939444444445,6.3356421111111105
2024-12-31,142,14,0.09859154929577464,0.4665730957171958,0.10195775888646741,0.5587830662966988,False,0.7094122222222222,2.1177335694444444,0.6466144027777778,1.6493839166666668,5.123144111111111
2025-01-01,143,15,0.1048951048951049,0.459033979320453,0.12622569108611906,0.5587830662966988,False,0.9025182916666667,3.3902867361111113,1.8983619861111112,1.1969696805555556,7.388136694444444
2025-01-02,97,12,0.12371134020618557,0.7953975469420049,0.11295055996950296,0.5587830662966988,True,0.7036897916666667,1.6986448055555556,0.0,1.24903225,3.6513668472222225
2025-01-03,144,16,0.1111111111111111,0.4548208064840959,0.1298458388105169,0.5587830662966988,False,0.7263837777777779,2.976572138888889,1.572724277777778,1.3263659722222223,6.602046166666668
2025-01-04,114,9,0.07894736842105263,0.4638375211455879,0.12560506347280687,0.5587830662966988,False,0.7508280555555555,1.1689830833333335,1.2260110277777778,1.2700765833333334,4.41589875
2025-01-05,143,17,0.11888111888111888,0.5041234152086841,0.12456754191753992,0.5587830662966988,False,0.7485655555555556,2.475582277777778,1.0949554166666666,1.4493200416666667,5.768423291666666
2025-01-06,141,14,0.09929078014184398,0.44977585359378813,0.12363027843383365,0.5587830662966988,False,0.7657357638888889,2.7629294444444445,1.3813371666666667,1.3809832361111112,6.290985611111111
2025-01-07,134,20,0.14925373134328357,0.4874623443552184,0.12820705810218933,0.5587830662966988,False,0.7294272083333334,2.7886959722222224,0.40604493055555557,1.3642700555555556,5.288438166666667
2025-01-08,143,18,0.1258741258741259,0.49392979535476794,0.11097587609470304,0.5587830662966988,False,0.6180450416666667,4.052820430555555,0.9798934027777778,1.0354154861111111,6.686174361111111
2025-01-09,136,16,0.11764705882352941,0.4562857529272918,0.1205620769756932,0.5587830662966988,False,1.3140310416666667,2.044481222222222,1.2338831527777778,1.0007023611111112,5.5930977777777775
2025-01-10,143,11,0.07692307692307693,0.5024278760703915,0.09710273635204868,0.5587830662966988,False,0.9871745972222222,2.0389726805555557,1.0665774861111113,1.2163911527777778,5.309115916666667
2025-01-11,142,14,0.09859154929577464,0.4534716966087309,0.14067912715690942,0.5587830662966988,False,0.6609668750000001,2.503727416666667,0.6647133611111111,0.5001871388888889,4.3295947916666675
2025-01-12,127,3,0.023622047244094488,0.3304411479134196,0.14086888351779428,0.5587830662966988,False,0.42652075,0.3741697638888889,0.5317776666666667,0.8734428055555555,2.2059109861111112
2025-01-13,130,7,0.05384615384615385,0.42920454581503503,0.1025848890873177,0.5587830662966988,False,0.46636180555555556,0.975934875,1.5174652361111112,0.7741540694444444,3.7339159861111106
2025-01-14,131,5,0.03816793893129771,0.3810177729618363,0.10314383903824464,0.5587830662966988,False,0.3952974166666667,1.7247976111111112,0.8707575555555556,1.0110724722222222,4.001925055555556
2025-01-15,127,10,0.07874015748031496,0.41121772565568093,0.09937934064985289,0.5587830662966988,False,0.9539422222222222,1.3421948333333333,0.8390979027777778,0.8736623055555556,4.008897263888889
2025-01-16,129,6,0.046511627906976744,0.3983555378494946,0.11573337626537682,0.5587830662966988,False,0.46880375,1.1725240138888888,0.7282106805555556,0.8695494166666667,3.239087861111111
2025-01-17,117,9,0.07692307692307693,0.4587859652209015,0.10716571739400006,0.5587830662966988,False,0.5867965694444445,1.5438023194444446,0.3364850833333333,1.375094013888889,3.8421779861111114
2025-01-18,137,12,0.08759124087591241,0.4461052306000289,0.12382009100827256,0.5587830662966988,False,1.3215205277777777,1.2868625416666668,0.5947704027777778,1.036753,4.239906472222223
2025-01-19,143,12,0.08391608391608392,0.4640511341671126,0.13741897043279355,0.5587830662966988,False,0.6130086944444445,1.5920865,0.5585428194444445,0.8724282083333333,3.6360662222222224
2025-01-20,127,8,0.06299212598425197,0.4433527474090898,0.10357569778023672,0.5587830662966988,False,0.5745077361111112,2.3014243333333333,0.6972355416666667,0.8408797222222223,4.414047333333333
2025-01-21,141,12,0.0851063829787234,0.5205644494710917,0.09646139184646982,0.5587830662966988,False,0.5846137638888889,2.3112412222222223,1.4154941666666667,1.1332325694444445,5.444581722222223
2025-01-22,111,15,0.13513513513513514,0.47218981595000337,0.11748964720292815,0.5587830662966988,False,0.92148775,2.9223206805555555,0.6277893055555556,1.6730271388888889,6.144624875000001
2025-01-23,144,15,0.10416666666666667,0.43346543103634877,0.10127952964055854,0.5587830662966988,False,0.7575721111111111,2.416444972222222,1.0006524305555555,1.9844785972222223,6.159148111111111
2025-01-24,143,12,0.08391608391608392,0.49588745919722904,0.09725735793410391,0.5587830662966988,False,0.8389768750000001,3.055341625,0.920899625,1.1940091666666668,6.009227291666667
2025-01-25,142,19,0.13380281690140844,0.5566604246056835,0.13798529513554045,0.5587830662966988,False,0.7553012916666667,2.124056638888889,0.9602802638888889,1.4269880694444446,5.266626263888889
2025-01-26,130,12,0.09230769230769231,0.5667505019644251,0.15042605588109087,0.5587830662966988,True,0.6882750694444445,2.351224,0.7066507916666667,0.7867754583333334,4.532925319444445
2025-01-27,130,18,0.13846153846153847,0.47266454314586703,0.13381999601678357,0.5587830662966988,False,0.7310745694444445,1.8811286527777777,0.5933900555555556,1.5749499027777778,4.780543180555555
2025-01-28,143,10,0.06993006993006994,0.4943103565257374,0.10979375984885723,0.5587830662966988,False,0.7657538055555556,2.7678478472222223,0.6830145972222222,1.4271429305555556,5.643759180555556
2025-01-29,140,13,0.09285714285714286,0.398943035324943,0.11724583611860306,0.5587830662966988,False,0.8724464583333333,2.0646933194444443,0.9134388333333333,1.6054350416666667,5.456013652777777
2025-01-30,141,10,0.07092198581560284,0.3994761585008849,0.10464754860166064,0.5587830662966988,False,0.8468771666666667,2.1942266666666668,1.481912513888889,1.3464178055555556,5.869434152777778
2025-01-31,144,12,0.08333333333333333,0.4628652239244822,0.10780957159823516,0.5587830662966988,False,0.7310983333333334,2.233804513888889,1.166629736111111,2.2324410833333332,6.363973666666666
2025-02-01,139,16,0.11510791366906475,0.5685243148534986,0.1460394408849439,0.5587830662966988,True,0.9862381805555556,1.6721860277777778,1.9563686111111112,1.8851704166666667,6.499963236111111
2025-02-02,143,16,0.11188811188811189,0.5070194935685363,0.15001708153217178,0.5587830662966988,False,1.1689538750000001,2.691797166666667,0.8619129722222223,1.4458617777777778,6.168525791666667
2025-02-03,143,16,0.11188811188811189,0.4533422803432268,0.14178971589334585,0.5587830662966988,False,1.0967807916666668,2.4660294722222225,1.0951298194444445,2.054261708333333,6.712201791666667
